year,latitude_eq,longitude_eq,country,regionCode_eq,intensity,eqDepth,magnitude_Mw,oceanicTsunami
1981,30.013,57.794,IRAN,140,9.0,33.0,7.0,0
1981,44.849,17.312,BOSNIA-HERZEGOVINA,130,8.0,16.0,5.755,0
1981,-14.96,-173.085,SAMOA,170,6.0,25.0,7.229000000000001,1
1981,35.693,73.594,PAKISTAN,60,,33.0,6.023,0
1981,-33.134,-73.074,CHILE,160,6.0,33.0,7.095000000000001,0
1981,8.117,-72.527,COLOMBIA,160,7.0,54.0,5.62,0
1981,18.048,-102.084,MEXICO,150,,33.0,6.961,1
1981,23.686,32.604,EGYPT,15,8.0,10.0,5.621,0
1981,29.856,66.962,PAKISTAN,60,,33.0,4.75,0
1981,39.243,25.227,GREECE,130,,10.0,7.095000000000001,0
1982,13.752,124.358,PHILIPPINES,170,7.0,46.0,6.827,1
1982,13.158,-87.589,HONDURAS,100,,6.0,6.09,0
1982,6.946,94.002,INDIA,60,8.0,19.0,6.291,0
1982,-6.863,106.936,INDONESIA,60,,40.0,5.705,0
1982,42.158,142.361,JAPAN,30,10.0,44.0,6.559000000000001,1
1982,-12.69,-76.065,PERU,160,6.0,95.0,6.215,0
1982,36.785,105.55,CHINA,30,,33.0,5.151999999999999,0
1982,16.558,-98.358,MEXICO,150,6.0,34.0,6.76,0
1982,31.907,99.931,CHINA,30,7.0,10.0,5.755,0
1982,13.332,-89.387,EL SALVADOR,100,7.0,73.0,7.3,0
1982,-12.597,165.931,SOLOMON ISLANDS,170,,31.0,7.095000000000001,0
1982,-8.375,120.577,INDONESIA,60,,46.0,5.821999999999999,0
1982,14.487,-89.121,HONDURAS,100,4.0,12.0,5.487,0
1982,43.164,12.586,ITALY,130,7.0,16.0,4.7700000000000005,0
1982,40.883,19.59,MACEDONIA,130,8.0,21.0,5.755,0
1982,14.701,44.379,YEMEN,60,8.0,5.0,6.09,0
1982,36.148,69.011,AFGHANISTAN,40,,36.0,6.491999999999999,0
1982,-24.133,-175.864,TONGA,170,,33.0,7.229000000000001,1
1982,-8.405,123.08,INDONESIA,60,,33.0,6.023,1
1983,16.147,-95.232,MEXICO,150,7.0,57.0,6.559000000000001,0
1983,39.945,75.135,CHINA,40,8.0,16.0,6.224,0
1983,41.959,21.54,MACEDONIA,130,7.0,24.0,5.025,0
1983,38.841,70.727,TAJIKISTAN,40,7.0,49.0,5.554,0
1983,-4.883,153.581,PAPUA NEW GUINEA,170,7.0,89.0,7.161999999999999,1
1983,38.294,20.262,GREECE,130,7.0,19.0,6.224,0
1983,35.953,52.264,IRAN,140,6.0,33.0,5.353,0
1983,2.461,-76.686,COLOMBIA,160,8.0,22.0,5.353,0
1983,39.042,48.714,TURKMENISTAN,40,5.0,33.0,4.94,0
1983,8.677,-83.098,COSTA RICA,100,,30.0,7.5,1
1983,5.723,94.722,INDONESIA,60,7.0,79.0,6.64,0
1983,40.025,75.26,CHINA,40,,33.0,5.821999999999999,0
1983,-4.843,-78.103,PERU,160,,104.0,6.555,0
1983,14.926,99.023,THAILAND,60,,10.0,6.023,0
1983,36.219,-120.317,USA,150,8.0,10.0,6.224,0
1983,40.462,139.102,JAPAN,30,8.0,24.0,7.229000000000001,1
1983,9.652,-83.688,COSTA RICA,100,9.0,33.0,6.224,0
1983,40.324,27.222,TURKEY,140,8.0,10.0,6.157,0
1983,61.031,-147.286,USA,150,6.0,37.0,6.157,0
1983,36.948,49.18,IRAN,140,6.0,41.0,5.42,0
1983,30.349,67.84,PAKISTAN,60,,10.0,4.884,0
1983,40.142,24.766,GREECE,130,6.0,2.0,6.76,1
1983,18.231,120.86,PHILIPPINES,170,8.0,29.0,6.425000000000001,1
1983,43.246,20.859,SERBIA,130,8.0,10.0,5.365,0
1983,33.941,139.513,JAPAN,30,8.0,12.0,6.09,0
1983,-26.535,-70.563,CHILE,160,7.0,15.0,6.961,1
1983,1.084,121.052,INDONESIA,170,,40.0,6.09,0
1983,1.131,120.858,INDONESIA,170,7.0,33.0,6.157,0
1983,40.33,42.187,TURKEY,140,,12.0,6.693,0
1983,35.464,133.899,JAPAN,30,6.0,27.0,5.554,0
1983,35.206,115.213,CHINA,30,7.0,19.0,5.621,0
1983,50.696,5.346,BELGIUM,120,7.0,10.0,5.28,0
1983,44.689,10.317,ITALY,130,8.0,37.0,5.42,0
1983,19.43,-155.454,USA,150,8.0,12.0,6.559000000000001,0
1983,-6.852,72.11,UK TERRITORY,60,6.0,10.0,7.161999999999999,1
1983,-5.392,151.868,PAPUA NEW GUINEA,170,5.0,26.0,6.3580000000000005,0
1983,11.866,-13.529,GUINEA,10,9.0,11.0,6.224,0
1983,36.372,70.738,AFGHANISTAN,40,7.0,215.0,7.15,0
1984,-2.823,118.806,INDONESIA,170,7.0,33.0,6.491999999999999,1
1984,34.616,70.484,AFGHANISTAN,40,4.0,33.0,5.956,0
1984,-10.012,160.469,SOLOMON ISLANDS,170,6.0,18.0,7.095000000000001,0
1984,36.431,70.826,PAKISTAN,60,6.0,208.0,6.215,0
1984,40.32,63.35,UZBEKISTAN,40,9.0,15.0,6.76,0
1984,-4.647,145.805,PAPUA NEW GUINEA,170,8.0,28.0,6.491999999999999,0
1984,37.32,-121.698,USA,150,8.0,8.0,6.157,0
1984,43.26,12.558,ITALY,130,8.0,12.0,5.621,0
1984,41.765,13.898,ITALY,130,8.0,10.0,5.956,0
1984,41.831,13.961,ITALY,130,8.0,14.0,5.554,0
1984,42.967,17.734,BOSNIA-HERZEGOVINA,130,7.0,30.0,5.487,0
1984,17.984,-69.338,DOMINICAN REPUBLIC,90,5.0,24.0,6.559000000000001,0
1984,32.386,131.945,JAPAN,30,6.0,46.0,6.559000000000001,1
1984,1.761,99.075,INDONESIA,60,,33.0,5.554,0
1984,43.314,20.957,SERBIA,130,8.0,13.0,5.219,0
1984,35.789,137.488,JAPAN,30,6.0,10.0,6.157,0
1984,40.885,42.219,TURKEY,140,8.0,10.0,6.3580000000000005,0
1984,37.013,21.757,GREECE,130,7.0,27.0,5.085,0
1984,40.545,42.403,TURKEY,140,,60.0,5.535,0
1984,42.375,-105.72,USA,150,6.0,33.0,5.487,0
1984,39.155,71.328,TAJIKISTAN,40,7.0,33.0,6.157,0
1984,24.641,92.891,INDIA,60,,23.0,5.79,0
1985,-33.106,-68.71,ARGENTINA,160,8.0,15.0,6.0,0
1985,28.399,52.997,IRAN,140,,37.0,5.621,0
1985,-33.132,-71.708,CHILE,160,8.0,40.0,8.0,1
1985,17.013,-62.448,GUADELOUPE,90,6.0,13.0,6.4,1
1985,-32.663,-71.551,CHILE,160,7.0,33.0,6.491999999999999,0
1985,7.758,123.544,PHILIPPINES,170,5.0,33.0,6.425000000000001,0
1985,-34.131,-71.618,CHILE,160,6.0,38.0,7.095000000000001,0
1985,-9.245,114.185,INDONESIA,60,,99.0,6.3,1
1985,25.926,102.871,CHINA,30,8.0,5.0,5.956,0
1985,16.498,120.815,PHILIPPINES,170,7.0,33.0,6.157,0
1985,39.266,22.81,GREECE,130,6.0,27.0,5.755,0
1985,-5.599,151.045,PAPUA NEW GUINEA,170,8.0,27.0,6.827,0
1985,-4.439,152.828,PAPUA NEW GUINEA,170,7.0,46.0,6.894,1
1985,36.19,70.896,AFGHANISTAN,40,8.0,99.0,6.64,0
1985,-9.159,-78.887,PERU,160,,57.0,6.215,0
1985,39.431,75.224,CHINA,40,7.0,7.0,7.095000000000001,0
1985,-4.13,136.049,INDONESIA,170,,10.0,6.291,0
1985,18.19,-102.533,MEXICO,150,9.0,28.0,7.497,1
1985,17.802,-101.647,MEXICO,150,6.0,31.0,7.161999999999999,1
1985,-9.829,159.854,SOLOMON ISLANDS,170,7.0,32.0,6.693,0
1985,41.581,22.254,MACEDONIA,130,7.0,7.0,5.28,0
1985,15.299,-90.863,GUATEMALA,100,7.0,5.0,4.855,0
1985,40.301,69.823,TAJIKISTAN,40,9.0,16.0,6.023,0
1985,36.46,6.761,ALGERIA,15,,10.0,6.023,0
1985,40.31,42.307,TURKEY,140,,33.0,4.884,0
1985,-1.639,134.911,INDONESIA,170,8.0,10.0,6.827,0
1985,-13.987,166.185,VANUATU,170,,33.0,7.161999999999999,0
1985,11.725,-85.838,NICARAGUA,100,6.0,22.0,6.09,0
1985,-13.966,166.516,VANUATU,170,,43.0,7.161999999999999,0
1986,-9.505,-77.512,PERU,160,4.0,39.0,5.535,0
1986,-3.904,103.461,INDONESIA,60,,33.0,5.28,0
1986,15.075,-92.072,GUATEMALA,100,,16.0,5.025,0
1986,-13.41,-71.785,PERU,160,6.0,51.0,5.151999999999999,0
1986,32.128,76.374,INDIA,60,,33.0,5.621,0
1986,37.993,37.806,TURKEY,140,,10.0,6.023,0
1986,51.52,-174.776,USA,150,6.0,19.0,8.0,1
1986,41.431,43.737,GEORGIA,40,7.0,10.0,5.889,0
1986,29.627,69.363,PAKISTAN,60,,18.0,5.45,0
1986,24.125,121.619,TAIWAN,30,,19.0,6.3580000000000005,0
1986,10.597,-62.928,VENEZUELA,160,7.0,19.0,6.224,0
1986,34.0,-116.61,USA,150,7.0,12.0,6.09,0
1986,29.962,51.582,IRAN,140,,10.0,5.821999999999999,0
1986,32.97,-117.869,USA,150,6.0,6.0,5.956,0
1986,10.77,-69.428,VENEZUELA,160,,7.0,5.353,0
1986,37.537,-118.447,USA,150,6.0,9.0,6.224,0
1986,37.2,37.3,TURKEY,140,,12.0,4.817,0
1986,45.547,26.316,ROMANIA,110,8.0,132.0,6.693,0
1986,37.014,22.176,GREECE,130,10.0,11.0,5.956,0
1986,36.93,22.175,GREECE,130,7.0,10.0,5.286,0
1986,-30.546,28.737,SOUTH AFRICA,10,4.0,5.0,5.286,0
1986,13.827,-89.118,EL SALVADOR,100,,7.0,5.688000000000001,0
1986,37.931,28.574,TURKEY,140,,5.0,5.755,0
1986,27.727,66.65,PAKISTAN,60,,43.0,5.085,0
1986,-28.117,-176.367,KERMADEC ISLANDS (NEW ZEALAND),170,,29.0,7.497,1
1986,23.901,121.574,TAIWAN,30,8.0,34.0,7.295999999999999,1
1986,44.12,16.339,BOSNIA-HERZEGOVINA,130,8.0,30.0,5.755,0
1986,-5.494,-35.769,BRAZIL,160,,5.0,5.286,0
1986,43.274,25.912,BULGARIA,110,7.0,21.0,5.821999999999999,0
1986,-33.071,-72.084,CHILE,160,3.0,33.0,5.28,0
1986,29.985,51.623,IRAN,140,,26.0,5.42,0
1987,41.964,81.319,CHINA,40,,17.0,5.956,0
1987,41.529,79.318,CHINA,40,,29.0,6.023,0
1987,35.964,1.374,ALGERIA,15,,10.0,4.9510000000000005,0
1987,-6.088,147.689,PAPUA NEW GUINEA,170,7.0,55.0,7.161999999999999,1
1987,-37.965,176.765,NEW ZEALAND,170,10.0,19.0,6.491999999999999,0
1987,-24.388,-70.161,CHILE,160,6.0,62.0,6.961,1
1987,0.083,-77.785,ECUADOR,160,,10.0,7.2,0
1987,32.034,131.837,JAPAN,30,,54.0,6.559000000000001,1
1987,16.066,120.301,PHILIPPINES,170,5.0,107.0,6.385,0
1987,2.244,98.866,INDONESIA,60,,11.0,6.491999999999999,0
1987,8.047,125.41,PHILIPPINES,170,2.0,32.0,5.554,0
1987,34.076,48.266,IRAN,140,,41.0,5.151999999999999,0
1987,24.924,115.608,CHINA,30,4.0,29.0,5.195,0
1987,-19.022,-69.991,CHILE,160,7.0,70.0,6.693,0
1987,-17.897,-70.931,PERU,160,5.0,37.0,6.3580000000000005,0
1987,-58.893,158.513,AUSTRALIA,170,,33.0,7.229000000000001,0
1987,43.242,13.874,ITALY,130,8.0,19.0,5.151999999999999,0
1987,-0.978,-78.05,ECUADOR,160,,10.0,6.224,0
1987,34.061,-118.078,USA,150,8.0,10.0,5.889,0
1987,-8.143,-77.954,PERU,160,4.0,20.0,5.487,0
1987,34.07,-118.1,USA,150,,8.0,5.286,0
1987,-6.266,149.06,PAPUA NEW GUINEA,170,8.0,48.0,7.229000000000001,1
1987,33.082,-115.775,USA,150,6.0,5.0,6.224,0
1987,-8.247,124.155,INDONESIA,60,,33.0,6.425000000000001,1
1987,58.679,-142.786,USA,150,6.0,10.0,7.9,1
1987,35.362,140.214,JAPAN,30,8.0,63.0,6.13,0
1988,38.111,106.336,CHINA,30,,14.0,5.705,0
1988,41.246,19.63,ALBANIA,130,7.0,24.0,5.956,0
1988,-19.847,133.803,AUSTRALIA,170,,5.0,6.291,0
1988,-19.829,133.882,AUSTRALIA,170,9.0,5.0,6.559000000000001,0
1988,24.688,91.57,BANGLADESH,60,,33.0,5.956,0
1988,57.262,-142.747,USA,150,5.0,15.0,7.8,1
1988,30.89,50.194,IRAN,140,,33.0,5.889,0
1988,12.376,121.067,PHILIPPINES,170,7.0,17.0,6.2,0
1988,-5.964,148.78,PAPUA NEW GUINEA,170,5.0,53.0,6.626,1
1988,23.902,121.598,TAIWAN,30,,51.0,5.889,0
1988,25.149,95.127,MYANMAR (BURMA),60,6.0,91.0,6.894,0
1988,-10.258,160.896,SOLOMON ISLANDS,170,,36.0,7.6,1
1988,29.974,51.679,IRAN,140,,33.0,6.157,0
1988,26.755,86.616,NEPAL,60,8.0,57.0,6.491999999999999,0
1988,-6.06,146.23,PAPUA NEW GUINEA,170,,0.0,4.685,0
1988,37.18,71.811,TAJIKISTAN,40,6.0,11.0,5.42,0
1988,37.938,20.932,GREECE,130,8.0,25.0,5.956,0
1988,36.443,2.759,ALGERIA,15,,12.0,5.821999999999999,0
1988,13.881,-90.45,GUATEMALA,100,6.0,69.0,6.09,0
1988,19.08,-67.256,USA TERRITORY,90,5.0,33.0,5.889,0
1988,22.789,99.611,CHINA,30,10.0,18.0,6.961,0
1988,23.181,99.439,CHINA,30,,10.0,6.470000000000001,0
1988,21.23,108.545,CHINA,30,,10.0,4.94,0
1988,18.068,-76.597,JAMAICA,90,6.0,16.0,5.219,0
1988,12.399,124.537,PHILIPPINES,170,6.0,19.0,6.6,0
1988,37.938,-26.142,AZORES (PORTUGAL),70,7.0,11.0,5.621,0
1988,48.047,-71.315,CANADA,150,7.0,22.0,5.8,0
1988,40.987,44.185,ARMENIA,40,10.0,5.0,6.626,0
1989,38.465,68.694,TAJIKISTAN,40,7.0,33.0,5.535,0
1989,1.031,126.189,INDONESIA,170,,32.0,5.821999999999999,0
1989,40.027,41.816,TURKEY,140,,10.0,5.018000000000001,0
1989,-4.346,152.797,PAPUA NEW GUINEA,170,5.0,53.0,5.688000000000001,0
1989,-13.702,34.42,MALAWI,10,,30.0,6.157,0
1989,29.987,99.195,CHINA,30,,13.0,6.224,0
1989,16.773,-99.328,MEXICO,150,6.0,19.0,6.626,0
1989,29.964,51.655,IRAN,140,,33.0,5.365,0
1989,11.038,-68.27,VENEZUELA,160,,16.0,5.554,0
1989,23.553,99.526,CHINA,30,,33.0,5.821999999999999,0
1989,-52.341,160.568,AUSTRALIA,170,7.0,10.0,7.564,1
1989,30.167,50.921,IRAN,140,,31.0,5.956,0
1989,21.861,89.763,BANGLADESH,60,,6.0,5.487,0
1989,1.134,-79.616,ECUADOR,160,7.0,15.0,6.157,0
1989,19.362,-155.083,USA,150,6.0,9.0,6.157,1
1989,39.112,-28.242,AZORES (PORTUGAL),70,6.0,11.0,5.889,0
1989,34.942,139.193,JAPAN,30,6.0,5.0,5.42,0
1989,-8.081,125.129,INDONESIA,60,,10.0,6.224,0
1989,-4.511,139.022,INDONESIA,170,,14.0,5.956,0
1989,43.522,45.362,RUSSIA,40,6.0,18.0,5.42,0
1989,11.766,41.942,DJIBOUTI,10,9.0,12.0,6.291,0
1989,-4.219,136.667,INDONESIA,170,,9.0,6.09,0
1989,31.583,102.433,CHINA,30,,15.0,6.157,0
1989,30.96,51.421,IRAN,140,,42.0,5.219,0
1989,37.036,-121.883,USA,150,9.0,19.0,6.9,1
1989,39.893,113.884,CHINA,30,8.0,10.0,5.621,0
1989,36.788,2.448,ALGERIA,15,8.0,6.0,5.889,1
1989,39.837,142.76,JAPAN,30,6.0,29.0,7.0280000000000005,1
1989,29.882,106.804,CHINA,30,,33.0,5.219,0
1989,29.892,57.718,IRAN,140,,18.0,5.9,0
1989,8.337,126.729,PHILIPPINES,170,6.0,24.0,7.5,0
1989,-32.967,151.619,AUSTRALIA,170,8.0,10.0,5.62,0
1990,9.755,124.694,PHILIPPINES,170,7.0,26.0,6.491999999999999,1
1990,34.14,-117.7,USA,150,7.0,5.0,5.755,0
1990,28.925,66.331,PAKISTAN,60,,10.0,6.157,0
1990,9.907,-84.753,COSTA RICA,100,8.0,20.0,7.3,1
1990,37.034,72.942,TAJIKISTAN,40,6.0,33.0,6.291,0
1990,9.253,125.606,PHILIPPINES,170,4.0,39.0,5.755,0
1990,52.314,-2.985,UK,120,6.0,18.0,5.025,0
1990,15.125,147.596,USA TERRITORY,170,4.0,11.0,7.095000000000001,1
1990,39.436,74.9,CHINA,40,,33.0,6.224,0
1990,1.186,122.857,INDONESIA,170,,26.0,7.6,0
1990,31.107,51.678,IRAN,140,,47.0,5.025,0
1990,35.986,100.245,CHINA,30,,8.0,6.693,0
1990,40.775,15.766,ITALY,130,7.0,10.0,5.688000000000001,0
1990,-40.296,176.064,NEW ZEALAND,170,8.0,21.0,6.291,0
1990,5.121,32.145,SOUTH SUDAN,10,,15.0,6.827,0
1990,5.358,31.848,SOUTH SUDAN,10,,16.0,6.76,0
1990,-6.016,-77.229,PERU,160,6.0,24.0,6.425000000000001,0
1990,45.841,26.668,ROMANIA,110,6.0,89.0,6.7250000000000005,0
1990,45.811,26.769,ROMANIA,110,5.0,88.0,6.215,0
1990,9.855,-84.327,COSTA RICA,100,,10.0,5.151999999999999,0
1990,-6.062,-77.136,PERU,160,6.0,26.0,5.353,0
1990,11.76,121.899,PHILIPPINES,170,6.0,18.0,6.827,0
1990,47.869,85.076,KAZAKHSTAN,40,5.0,58.0,6.626,0
1990,27.398,65.719,PAKISTAN,60,,15.0,6.291,0
1990,36.957,49.409,IRAN,140,7.0,19.0,7.3,1
1990,36.636,49.799,IRAN,140,7.0,15.0,5.6,0
1990,-6.904,108.12,INDONESIA,60,,14.0,5.286,0
1990,36.415,70.789,AFGHANISTAN,40,4.0,217.0,5.79,0
1990,15.679,121.172,PHILIPPINES,170,9.0,25.0,7.295999999999999,1
1990,36.99,29.595,TURKEY,140,,17.0,5.487,0
1990,-15.355,167.464,VANUATU,170,5.0,126.0,6.470000000000001,0
1990,47.963,84.961,KAZAKHSTAN,40,7.0,33.0,6.157,0
1990,-0.059,-78.449,ECUADOR,160,,5.0,5.018000000000001,0
1990,-28.014,26.727,SOUTH AFRICA,10,,5.0,4.884,0
1990,47.903,84.961,KAZAKHSTAN,40,6.0,33.0,5.085,0
1990,-26.39,27.349,SOUTH AFRICA,10,,5.0,4.43,0
1990,37.093,103.781,CHINA,30,4.0,12.0,5.956,0
1990,35.121,70.486,AFGHANISTAN,40,4.0,114.0,6.13,0
1990,28.251,55.462,IRAN,140,8.0,11.0,6.5,0
1990,3.908,97.457,INDONESIA,60,,48.0,6.626,0
1990,43.853,16.633,BOSNIA-HERZEGOVINA,130,8.0,24.0,5.821999999999999,0
1990,40.854,73.553,KYRGYZSTAN,40,6.0,29.0,5.151999999999999,0
1990,37.3,15.438,ITALY,130,7.0,11.0,5.621,1
1990,23.916,121.636,TAIWAN,30,4.0,12.0,6.224,0
1990,41.004,22.3,GREECE,130,7.0,13.0,6.023,0
1990,9.869,-84.302,COSTA RICA,100,8.0,17.0,5.889,0
1991,23.613,95.901,MYANMAR (BURMA),60,,20.0,7.0,0
1991,35.993,70.423,AFGHANISTAN,40,7.0,142.0,6.470000000000001,0
1991,44.885,6.76,FRANCE,120,,5.0,4.26,0
1991,40.386,78.959,CHINA,40,,21.0,6.157,0
1991,39.887,113.923,CHINA,30,,10.0,5.755,0
1991,-6.038,-77.13,PERU,160,5.0,21.0,6.3580000000000005,0
1991,-5.982,-77.094,PERU,160,7.0,20.0,6.559000000000001,0
1991,37.457,68.273,AFGHANISTAN,40,7.0,33.0,5.487,0
1991,36.416,70.912,AFGHANISTAN,40,,33.0,4.515,0
1991,9.685,-83.073,COSTA RICA,90,10.0,10.0,7.6,1
1991,39.597,41.118,TURKEY,140,,33.0,4.855,0
1991,42.453,43.673,GEORGIA,40,9.0,17.0,6.76,0
1991,9.542,-82.418,PANAMA,100,,10.0,6.224,0
1991,42.565,43.349,GEORGIA,40,5.0,14.0,5.195,0
1991,5.865,116.746,MALAYSIA,170,,33.0,5.085,0
1991,42.461,44.009,GEORGIA,40,8.0,9.0,6.157,0
1991,15.119,120.355,PHILIPPINES,170,,10.0,5.755,0
1991,39.984,42.875,TURKEY,140,,26.0,5.085,0
1991,1.196,122.787,INDONESIA,170,6.0,31.0,7.5,0
1991,34.262,-118.002,USA,150,7.0,11.0,5.487,0
1991,-8.099,124.681,INDONESIA,60,,29.0,6.425000000000001,0
1991,45.364,21.057,ROMANIA,110,8.0,11.0,5.6,0
1991,44.888,22.407,ROMANIA,110,8.0,12.0,5.6,0
1991,-15.679,-71.574,PERU,160,5.0,5.0,5.219,0
1991,36.52,44.066,IRAQ,140,8.0,26.0,5.487,0
1991,9.737,-84.054,COSTA RICA,100,,5.0,5.219,0
1991,10.045,-69.948,VENEZUELA,160,5.0,10.0,5.554,0
1991,40.235,-124.348,USA,150,7.0,12.0,6.224,0
1991,-40.25,175.053,NEW ZEALAND,170,,88.0,5.79,0
1991,14.646,-90.986,GUATEMALA,100,6.0,5.0,6.224,0
1991,30.78,78.774,INDIA,60,8.0,10.0,6.76,0
1991,30.666,50.218,IRAN,140,,39.0,5.688000000000001,0
1991,26.323,70.607,INDIA,60,,22.0,5.42,0
1991,4.554,-77.442,COLOMBIA,160,6.0,21.0,6.3580000000000005,0
1991,13.887,44.068,YEMEN,60,,10.0,5.025,0
1991,36.924,49.603,IRAN,140,,16.0,5.42,0
1991,45.498,21.115,ROMANIA,110,8.0,9.0,5.5,0
1992,-7.138,109.067,INDONESIA,60,,58.0,5.018000000000001,0
1992,31.726,50.778,IRAN,140,,18.0,5.151999999999999,0
1992,39.71,39.605,TURKEY,140,8.0,27.0,6.693,0
1992,51.153,5.798,NETHERLANDS,120,8.0,21.0,5.554,0
1992,33.961,-116.318,USA,150,7.0,12.0,6.291,0
1992,40.368,-124.316,USA,150,8.0,15.0,6.827,1
1992,41.019,72.429,KYRGYZSTAN,40,7.0,50.0,6.224,0
1992,7.191,126.762,PHILIPPINES,170,,33.0,7.095000000000001,1
1992,33.377,71.317,PAKISTAN,60,,16.0,6.09,0
1992,19.613,-77.872,CUBA,90,,23.0,6.76,0
1992,34.201,-116.436,USA,150,9.0,1.0,7.161999999999999,0
1992,34.203,-116.827,USA,150,8.0,5.0,6.559000000000001,0
1992,36.705,-116.293,USA,150,,9.0,5.688000000000001,0
1992,42.142,73.575,KYRGYZSTAN,40,9.0,27.0,7.095000000000001,0
1992,29.087,66.74,PAKISTAN,60,,9.0,5.755,0
1992,11.5,-87.609,NICARAGUA,100,,30.0,7.6,1
1992,29.134,52.187,IRAN,140,,18.0,5.219,0
1992,-6.087,26.651,CONGO,10,,11.0,6.76,0
1992,29.778,31.144,EGYPT,15,,22.0,5.621,0
1992,6.845,-76.806,COLOMBIA,160,,14.0,6.76,0
1992,7.075,-76.862,COLOMBIA,160,,10.0,7.0280000000000005,0
1992,-8.48,121.896,INDONESIA,60,11.0,28.0,7.8,1
1993,43.3,143.691,JAPAN,30,6.0,102.0,7.6,0
1993,23.027,101.062,CHINA,30,,33.0,5.6,0
1993,32.104,60.088,IRAN,140,,33.0,5.365,0
1993,37.634,137.245,JAPAN,30,,11.0,6.3,1
1993,-14.385,-178.252,WALLIS AND FUTUNA (FRENCH TERRITORY),170,,10.0,6.4,1
1993,29.084,87.333,CHINA,40,,12.0,6.2,0
1993,45.035,-122.607,USA,150,7.0,21.0,5.6,0
1993,30.692,50.886,IRAN,140,,30.0,5.1,0
1993,-11.652,-76.53,PERU,160,,106.0,6.3,0
1993,51.218,157.829,RUSSIA,50,,71.0,7.5,1
1993,30.149,50.814,IRAN,140,,33.0,5.4,0
1993,9.821,-83.622,COSTA RICA,100,,20.0,5.8,0
1993,42.851,139.197,JAPAN,30,8.0,17.0,7.7,1
1993,38.224,21.756,GREECE,130,,23.0,5.6,0
1993,15.385,31.69,SUDAN,15,,13.0,5.5,0
1993,12.982,144.801,USA TERRITORY,170,9.0,59.0,7.8,1
1993,14.717,-92.645,GUATEMALA,100,7.0,34.0,7.2,0
1993,42.314,-122.012,USA,150,7.0,11.0,6.0,0
1993,18.066,76.451,INDIA,60,8.0,7.0,6.2,0
1993,-5.889,146.02,PAPUA NEW GUINEA,170,,25.0,6.9,0
1993,28.723,82.28,NEPAL,60,,37.0,5.365,0
1993,18.12,76.533,INDIA,60,,10.0,4.94,0
1993,39.263,75.533,CHINA,40,,18.0,5.6,0
1994,36.028,100.104,CHINA,30,,8.0,5.7,0
1994,40.33,-76.037,USA,150,5.0,5.0,4.94,0
1994,34.213,-118.537,USA,150,9.0,18.0,6.7,1
1994,1.015,127.733,INDONESIA,170,,20.0,7.0,1
1994,42.762,-110.976,USA,150,7.0,8.0,5.8,0
1994,0.593,30.037,UGANDA,10,,14.0,6.2,0
1994,-4.967,104.302,INDONESIA,60,,23.0,6.9,0
1994,30.853,60.596,IRAN,140,7.0,6.0,6.1,0
1994,29.096,52.617,IRAN,140,,13.0,6.1,0
1994,19.803,-72.799,HAITI,90,,59.0,5.4,0
1994,-18.039,-178.413,FIJI,170,,563.0,7.6,0
1994,36.901,67.163,AFGHANISTAN,40,6.0,19.0,6.1,0
1994,-10.477,112.835,INDONESIA,60,,18.0,7.8,1
1994,24.511,121.905,TAIWAN,30,,11.0,6.4,0
1994,2.917,-76.057,COLOMBIA,160,,12.0,6.8,0
1994,-13.841,-67.553,BOLIVIA,160,6.0,631.0,8.2,0
1994,-42.963,171.658,NEW ZEALAND,170,6.0,14.0,6.8,0
1994,28.968,52.614,IRAN,140,,9.0,5.9,0
1994,35.52,-0.106,ALGERIA,15,,9.0,5.9,0
1994,43.773,147.321,RUSSIA,50,9.0,14.0,8.3,1
1994,-1.258,127.98,INDONESIA,170,,17.0,6.8,1
1994,13.525,121.067,PHILIPPINES,170,,32.0,7.1,1
1994,40.741,-124.31,USA,150,7.0,23.0,5.5,0
1994,40.525,143.419,JAPAN,30,9.0,27.0,7.8,1
1994,20.524,109.33,CHINA,30,,33.0,5.3,0
1995,34.59,135.069,JAPAN,30,11.0,17.0,6.9,1
1995,5.05,-72.916,COLOMBIA,160,,17.0,6.5,0
1995,-37.759,178.752,NEW ZEALAND,170,,21.0,7.1,0
1995,4.104,-76.622,COLOMBIA,160,,74.0,6.4,0
1995,35.046,32.279,CYPRUS,130,7.0,10.0,5.9,0
1995,37.925,139.186,JAPAN,30,,11.0,5.4,0
1995,-15.199,-173.529,SAMOA,170,,21.0,7.4,1
1995,40.149,21.695,GREECE,130,8.0,14.0,6.6,1
1995,-8.452,125.049,INDONESIA,60,7.0,13.0,6.9,1
1995,-23.008,169.9,NEW CALEDONIA,170,3.0,20.0,7.229000000000001,1
1995,52.629,142.827,RUSSIA,50,9.0,11.0,6.827,1
1995,38.401,22.283,GREECE,130,7.0,14.0,6.5,1
1995,21.946,99.172,MYANMAR (BURMA),60,,10.0,6.8,0
1995,36.427,103.123,CHINA,30,,13.0,5.6,0
1995,-23.34,-70.294,CHILE,160,7.0,46.0,8.0,1
1995,-5.799,154.178,PAPUA NEW GUINEA,170,,30.0,7.7,1
1995,16.779,-98.597,MEXICO,150,,23.0,7.4,1
1995,38.063,30.134,TURKEY,140,8.0,33.0,6.4,0
1995,-2.75,-77.881,ECUADOR,160,,24.0,7.0,0
1995,65.17,-148.565,USA,150,,9.0,6.0,0
